model_index,max_depth,criterion,min_samples_leaf,accuracy,precision_class_1,precision_class_2,precision_class_3,precision_class_4,average precision,recall_class_1,recall_class_2,recall_class_3,recall_class_4,average recall,f_measure_class_1,f_measure_class_2,f_measure_class_3,f_measure_class_4,average f_measure
17,4,gini,17,0.7791666666666667,0.9130434782608695,0.7593984962406015,0.7213114754098361,0.0,0.5984383624778268,0.65625,0.8487394957983193,0.7857142857142857,0.0,0.5726759453781513,0.7636363636363634,0.8015873015873015,0.7521367521367521,0,0.5793401043401043
18,4,gini,18,0.7791666666666667,0.9130434782608695,0.7593984962406015,0.7213114754098361,0.0,0.5984383624778268,0.65625,0.8487394957983193,0.7857142857142857,0.0,0.5726759453781513,0.7636363636363634,0.8015873015873015,0.7521367521367521,0,0.5793401043401043
19,4,gini,19,0.7791666666666667,0.9130434782608695,0.7593984962406015,0.7213114754098361,0.0,0.5984383624778268,0.65625,0.8487394957983193,0.7857142857142857,0.0,0.5726759453781513,0.7636363636363634,0.8015873015873015,0.7521367521367521,0,0.5793401043401043
20,4,entropy,1,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
21,4,entropy,2,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
22,4,entropy,3,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
23,4,entropy,4,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
24,4,entropy,5,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
25,4,entropy,6,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
26,4,entropy,7,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
27,4,entropy,8,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
28,4,entropy,9,0.7708333333333334,0.8253968253968254,0.7619047619047619,0.7254901960784313,0.0,0.5781979458450046,0.8125,0.8067226890756303,0.6607142857142857,0.0,0.569984243697479,0.8188976377952756,0.7836734693877551,0.6915887850467289,0,0.5735399730574399
29,4,entropy,10,0.7708333333333334,0.8253968253968254,0.7619047619047619,0.7254901960784313,0.0,0.5781979458450046,0.8125,0.8067226890756303,0.6607142857142857,0.0,0.569984243697479,0.8188976377952756,0.7836734693877551,0.6915887850467289,0,0.5735399730574399
30,4,entropy,11,0.7708333333333334,0.8253968253968254,0.7619047619047619,0.7254901960784313,0.0,0.5781979458450046,0.8125,0.8067226890756303,0.6607142857142857,0.0,0.569984243697479,0.8188976377952756,0.7836734693877551,0.6915887850467289,0,0.5735399730574399
31,4,entropy,12,0.7541666666666667,0.8253968253968254,0.7293233082706767,0.7272727272727273,0.0,0.5704982152350573,0.8125,0.8151260504201681,0.5714285714285714,0.0,0.5497636554621849,0.8188976377952756,0.7698412698412698,0.64,0,0.5571847269091363
32,4,entropy,13,0.7291666666666666,0.8723404255319149,0.6845637583892618,0.7272727272727273,0.0,0.571044227798476,0.640625,0.8571428571428571,0.5714285714285714,0.0,0.5172991071428572,0.7387387387387387,0.7611940298507462,0.64,0,0.5349831921473712
33,4,entropy,14,0.7291666666666666,0.8723404255319149,0.6845637583892618,0.7272727272727273,0.0,0.571044227798476,0.640625,0.8571428571428571,0.5714285714285714,0.0,0.5172991071428572,0.7387387387387387,0.7611940298507462,0.64,0,0.5349831921473712
34,4,entropy,15,0.7291666666666666,0.8723404255319149,0.6845637583892618,0.7272727272727273,0.0,0.571044227798476,0.640625,0.8571428571428571,0.5714285714285714,0.0,0.5172991071428572,0.7387387387387387,0.7611940298507462,0.64,0,0.5349831921473712
35,4,entropy,16,0.7291666666666666,0.8723404255319149,0.6845637583892618,0.7272727272727273,0.0,0.571044227798476,0.640625,0.8571428571428571,0.5714285714285714,0.0,0.5172991071428572,0.7387387387387387,0.7611940298507462,0.64,0,0.5349831921473712
36,4,entropy,17,0.7291666666666666,0.8723404255319149,0.6845637583892618,0.7272727272727273,0.0,0.571044227798476,0.640625,0.8571428571428571,0.5714285714285714,0.0,0.5172991071428572,0.7387387387387387,0.7611940298507462,0.64,0,0.5349831921473712
37,4,entropy,18,0.7291666666666666,0.8723404255319149,0.6845637583892618,0.7272727272727273,0.0,0.571044227798476,0.640625,0.8571428571428571,0.5714285714285714,0.0,0.5172991071428572,0.7387387387387387,0.7611940298507462,0.64,0,0.5349831921473712
38,4,entropy,19,0.7291666666666666,0.8723404255319149,0.6845637583892618,0.7272727272727273,0.0,0.571044227798476,0.640625,0.8571428571428571,0.5714285714285714,0.0,0.5172991071428572,0.7387387387387387,0.7611940298507462,0.64,0,0.5349831921473712
39,4,log_loss,1,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
40,4,log_loss,2,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
41,4,log_loss,3,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
42,4,log_loss,4,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
43,4,log_loss,5,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
44,4,log_loss,6,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
45,4,log_loss,7,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
46,4,log_loss,8,0.7625,0.8823529411764706,0.7318840579710145,0.7254901960784313,0.0,0.5849317988064792,0.703125,0.8487394957983193,0.6607142857142857,0.0,0.5531446953781513,0.7826086956521738,0.7859922178988327,0.6915887850467289,0,0.5650474246494338
47,4,log_loss,9,0.7708333333333334,0.8253968253968254,0.7619047619047619,0.7254901960784313,0.0,0.5781979458450046,0.8125,0.8067226890756303,0.6607142857142857,0.0,0.569984243697479,0.8188976377952756,0.7836734693877551,0.6915887850467289,0,0.5735399730574399
48,4,log_loss,10,0.7708333333333334,0.8253968253968254,0.7619047619047619,0.7254901960784313,0.0,0.5781979458450046,0.8125,0.8067226890756303,0.6607142857142857,0.0,0.569984243697479,0.8188976377952756,0.7836734693877551,0.6915887850467289,0,0.5735399730574399
49,4,log_loss,11,0.7708333333333334,0.8253968253968254,0.7619047619047619,0.7254901960784313,0.0,0.5781979458450046,0.8125,0.8067226890756303,0.6607142857142857,0.0,0.569984243697479,0.8188976377952756,0.7836734693877551,0.6915887850467289,0,0.5735399730574399
50,4,log_loss,12,0.7541666666666667,0.8253968253968254,0.7293233082706767,0.7272727272727273,0.0,0.5704982152350573,0.8125,0.8151260504201681,0.5714285714285714,0.0,0.5497636554621849,0.8188976377952756,0.7698412698412698,0.64,0,0.5571847269091363
51,4,log_loss,13,0.7291666666666666,0.8723404255319149,0.6845637583892618,0.7272727272727273,0.0,0.571044227798476,0.640625,0.8571428571428571,0.5714285714285714,0.0,0.5172991071428572,0.7387387387387387,0.7611940298507462,0.64,0,0.5349831921473712
52,4,log_loss,14,0.7291666666666666,0.8723404255319149,0.6845637583892618,0.7272727272727273,0.0,0.571044227798476,0.640625,0.8571428571428571,0.5714285714285714,0.0,0.5172991071428572,0.7387387387387387,0.7611940298507462,0.64,0,0.5349831921473712
53,4,log_loss,15,0.7291666666666666,0.8723404255319149,0.6845637583892618,0.7272727272727273,0.0,0.571044227798476,0.640625,0.8571428571428571,0.5714285714285714,0.0,0.5172991071428572,0.7387387387387387,0.7611940298507462,0.64,0,0.5349831921473712
54,4,log_loss,16,0.7291666666666666,0.8723404255319149,0.6845637583892618,0.7272727272727273,0.0,0.571044227798476,0.640625,0.8571428571428571,0.5714285714285714,0.0,0.5172991071428572,0.7387387387387387,0.7611940298507462,0.64,0,0.5349831921473712
55,4,log_loss,17,0.7291666666666666,0.8723404255319149,0.6845637583892618,0.7272727272727273,0.0,0.571044227798476,0.640625,0.8571428571428571,0.5714285714285714,0.0,0.5172991071428572,0.7387387387387387,0.7611940298507462,0.64,0,0.5349831921473712
56,4,log_loss,18,0.7291666666666666,0.8723404255319149,0.6845637583892618,0.7272727272727273,0.0,0.571044227798476,0.640625,0.8571428571428571,0.5714285714285714,0.0,0.5172991071428572,0.7387387387387387,0.7611940298507462,0.64,0,0.5349831921473712
57,4,log_loss,19,0.7291666666666666,0.8723404255319149,0.6845637583892618,0.7272727272727273,0.0,0.571044227798476,0.640625,0.8571428571428571,0.5714285714285714,0.0,0.5172991071428572,0.7387387387387387,0.7611940298507462,0.64,0,0.5349831921473712
58,5,gini,1,0.8,0.9375,0.7761194029850746,0.7413793103448276,0.0,0.6137496783324756,0.703125,0.8739495798319328,0.7678571428571429,0.0,0.5862329306722689,0.8035714285714286,0.8221343873517787,0.7543859649122806,0,0.595022945208872
59,5,gini,2,0.8041666666666667,0.9215686274509803,0.7862595419847328,0.7413793103448276,0.0,0.6123018699451352,0.734375,0.865546218487395,0.7678571428571429,0.0,0.5919445903361344,0.8173913043478261,0.824,0.7543859649122806,0,0.5989443173150266
60,5,gini,3,0.7666666666666667,0.9130434782608695,0.75,0.6935483870967742,0.0,0.589147966339411,0.65625,0.8319327731092437,0.7678571428571429,0.0,0.5640099789915967,0.7636363636363634,0.7888446215139442,0.7288135593220338,0,0.5703236361180853
61,5,gini,4,0.7875,0.9148936170212766,0.762962962962963,0.7413793103448276,0.0,0.6048089725822667,0.671875,0.865546218487395,0.7678571428571429,0.0,0.5763195903361344,0.7747747747747749,0.8110236220472441,0.7543859649122806,0,0.5850460904335748
62,5,gini,5,0.7916666666666666,0.9166666666666666,0.7686567164179104,0.7413793103448276,0.0,0.6066756733573512,0.6875,0.865546218487395,0.7678571428571429,0.0,0.5802258403361344,0.7857142857142857,0.8142292490118578,0.7543859649122806,0,0.588582374909606
63,5,gini,6,0.8083333333333333,0.9074074074074074,0.796875,0.7413793103448276,0.0,0.6114154294380587,0.765625,0.8571428571428571,0.7678571428571429,0.0,0.59765625,0.8305084745762712,0.8259109311740891,0.7543859649122806,0,0.6027013426656602
64,5,gini,7,0.8,0.92,0.7803030303030303,0.7413793103448276,0.0,0.6104205851619644,0.71875,0.865546218487395,0.7678571428571429,0.0,0.5880383403361344,0.8070175438596492,0.8207171314741035,0.7543859649122806,0,0.5955301600615084
65,5,gini,8,0.8041666666666667,0.9056603773584906,0.7906976744186046,0.7413793103448276,0.0,0.6094343405304807,0.75,0.8571428571428571,0.7678571428571429,0.0,0.59375,0.8205128205128206,0.8225806451612903,0.7543859649122806,0,0.5993698576465978
66,5,gini,9,0.8041666666666667,0.9056603773584906,0.7906976744186046,0.7413793103448276,0.0,0.6094343405304807,0.75,0.8571428571428571,0.7678571428571429,0.0,0.59375,0.8205128205128206,0.8225806451612903,0.7543859649122806,0,0.5993698576465978
67,5,gini,10,0.8041666666666667,0.9056603773584906,0.7906976744186046,0.7413793103448276,0.0,0.6094343405304807,0.75,0.8571428571428571,0.7678571428571429,0.0,0.59375,0.8205128205128206,0.8225806451612903,0.7543859649122806,0,0.5993698576465978
68,5,gini,11,0.8041666666666667,0.9056603773584906,0.7906976744186046,0.7413793103448276,0.0,0.6094343405304807,0.75,0.8571428571428571,0.7678571428571429,0.0,0.59375,0.8205128205128206,0.8225806451612903,0.7543859649122806,0,0.5993698576465978
69,5,gini,12,0.8041666666666667,0.9056603773584906,0.7906976744186046,0.7413793103448276,0.0,0.6094343405304807,0.75,0.8571428571428571,0.7678571428571429,0.0,0.59375,0.8205128205128206,0.8225806451612903,0.7543859649122806,0,0.5993698576465978
70,5,gini,13,0.8041666666666667,0.9056603773584906,0.7906976744186046,0.7413793103448276,0.0,0.6094343405304807,0.75,0.8571428571428571,0.7678571428571429,0.0,0.59375,0.8205128205128206,0.8225806451612903,0.7543859649122806,0,0.5993698576465978
71,5,gini,14,0.8041666666666667,0.9056603773584906,0.7906976744186046,0.7413793103448276,0.0,0.6094343405304807,0.75,0.8571428571428571,0.7678571428571429,0.0,0.59375,0.8205128205128206,0.8225806451612903,0.7543859649122806,0,0.5993698576465978
72,5,gini,15,0.7833333333333333,0.9130434782608695,0.7573529411764706,0.7413793103448276,0.0,0.6029439324455419,0.65625,0.865546218487395,0.7678571428571429,0.0,0.5724133403361344,0.7636363636363634,0.807843137254902,0.7543859649122806,0,0.5814663664508866
73,5,gini,16,0.7833333333333333,0.9130434782608695,0.7573529411764706,0.7413793103448276,0.0,0.6029439324455419,0.65625,0.865546218487395,0.7678571428571429,0.0,0.5724133403361344,0.7636363636363634,0.807843137254902,0.7543859649122806,0,0.5814663664508866
74,5,gini,17,0.7875,0.9130434782608695,0.7379310344827587,0.8163265306122449,0.0,0.6168252608389683,0.65625,0.8991596638655462,0.7142857142857143,0.0,0.5674238445378151,0.7636363636363634,0.8106060606060606,0.7619047619047619,0,0.5840367965367965
75,5,gini,18,0.7875,0.9130434782608695,0.7379310344827587,0.8163265306122449,0.0,0.6168252608389683,0.65625,0.8991596638655462,0.7142857142857143,0.0,0.5674238445378151,0.7636363636363634,0.8106060606060606,0.7619047619047619,0,0.5840367965367965
76,5,gini,19,0.7875,0.9130434782608695,0.7379310344827587,0.8163265306122449,0.0,0.6168252608389683,0.65625,0.8991596638655462,0.7142857142857143,0.0,0.5674238445378151,0.7636363636363634,0.8106060606060606,0.7619047619047619,0,0.5840367965367965
77,5,entropy,1,0.8833333333333333,1.0,0.872,0.8032786885245902,0.0,0.6688196721311475,0.84375,0.9159663865546218,0.875,0.0,0.6586790966386554,0.9152542372881356,0.8934426229508197,0.8376068376068376,0,0.6615759244614482
78,5,entropy,2,0.8875,1.0,0.872,0.8166666666666667,0.0,0.6721666666666666,0.859375,0.9159663865546218,0.875,0.0,0.6625853466386554,0.9243697478991597,0.8934426229508197,0.8448275862068966,0,0.665659989264219
79,5,entropy,3,0.8833333333333333,1.0,0.8650793650793651,0.8166666666666667,0.0,0.670436507936508,0.84375,0.9159663865546218,0.875,0.0,0.6586790966386554,0.9152542372881356,0.889795918367347,0.8448275862068966,0,0.6624694354655948
80,5,entropy,4,0.8875,1.0,0.872,0.8166666666666667,0.0,0.6721666666666666,0.859375,0.9159663865546218,0.875,0.0,0.6625853466386554,0.9243697478991597,0.8934426229508197,0.8448275862068966,0,0.665659989264219
81,5,entropy,5,0.8875,0.9824561403508771,0.8780487804878049,0.8166666666666667,0.0,0.6692928968763372,0.875,0.907563025210084,0.875,0.0,0.664390756302521,0.9256198347107438,0.8925619834710744,0.8448275862068966,0,0.6657523510971788
82,5,entropy,6,0.8958333333333334,1.0,0.8861788617886179,0.819672131147541,0.0,0.6764627482340397,0.875,0.9159663865546218,0.8928571428571429,0.0,0.6709558823529411,0.9333333333333333,0.9008264462809917,0.8547008547008548,0,0.672215158578795
83,5,entropy,7,0.8916666666666667,1.0,0.8925619834710744,0.7936507936507936,0.0,0.671553194280467,0.875,0.907563025210084,0.8928571428571429,0.0,0.6688550420168067,0.9333333333333333,0.8999999999999999,0.8403361344537815,0,0.6684173669467787
84,5,entropy,8,0.8708333333333333,0.9824561403508771,0.8629032258064516,0.7796610169491526,0.0,0.6562550957766203,0.875,0.8991596638655462,0.8214285714285714,0.0,0.6488970588235294,0.9256198347107438,0.8806584362139918,0.8,0,0.6515695677311839
85,5,entropy,9,0.8541666666666666,0.9180327868852459,0.8583333333333333,0.7796610169491526,0.0,0.6390067842919329,0.875,0.865546218487395,0.8214285714285714,0.0,0.6404936974789917,0.8959999999999999,0.8619246861924686,0.8,0,0.6394811715481172
86,5,entropy,10,0.8541666666666666,0.9180327868852459,0.8583333333333333,0.7796610169491526,0.0,0.6390067842919329,0.875,0.865546218487395,0.8214285714285714,0.0,0.6404936974789917,0.8959999999999999,0.8619246861924686,0.8,0,0.6394811715481172
87,5,entropy,11,0.8541666666666666,0.9180327868852459,0.8583333333333333,0.7796610169491526,0.0,0.6390067842919329,0.875,0.865546218487395,0.8214285714285714,0.0,0.6404936974789917,0.8959999999999999,0.8619246861924686,0.8,0,0.6394811715481172
88,5,entropy,12,0.8375,0.9180327868852459,0.8188976377952756,0.7884615384615384,0.0,0.631347990785515,0.875,0.8739495798319328,0.7321428571428571,0.0,0.6202731092436975,0.8959999999999999,0.8455284552845529,0.7592592592592592,0,0.625196928635953
89,5,entropy,13,0.8125,1.0,0.7622377622377622,0.7884615384615384,0.0,0.6376748251748251,0.703125,0.9159663865546218,0.7321428571428571,0.0,0.5878085609243697,0.8256880733944955,0.83206106870229,0.7592592592592592,0,0.6042521003390111
90,5,entropy,14,0.8125,1.0,0.7622377622377622,0.7884615384615384,0.0,0.6376748251748251,0.703125,0.9159663865546218,0.7321428571428571,0.0,0.5878085609243697,0.8256880733944955,0.83206106870229,0.7592592592592592,0,0.6042521003390111
91,5,entropy,15,0.8041666666666667,0.9782608695652174,0.7552447552447552,0.7843137254901961,0.0,0.6294548375750422,0.703125,0.907563025210084,0.7142857142857143,0.0,0.5812434348739496,0.8181818181818182,0.8244274809160305,0.7476635514018691,0,0.5975682126249294
92,5,entropy,16,0.7916666666666666,0.8867924528301887,0.7573529411764706,0.7843137254901961,0.0,0.6071147798742138,0.734375,0.865546218487395,0.7142857142857143,0.0,0.5785517331932774,0.8034188034188035,0.807843137254902,0.7476635514018691,0,0.5897313730188937
93,5,entropy,17,0.7916666666666666,0.8867924528301887,0.7573529411764706,0.7843137254901961,0.0,0.6071147798742138,0.734375,0.865546218487395,0.7142857142857143,0.0,0.5785517331932774,0.8034188034188035,0.807843137254902,0.7476635514018691,0,0.5897313730188937
94,5,entropy,18,0.7916666666666666,0.8867924528301887,0.7573529411764706,0.7843137254901961,0.0,0.6071147798742138,0.734375,0.865546218487395,0.7142857142857143,0.0,0.5785517331932774,0.8034188034188035,0.807843137254902,0.7476635514018691,0,0.5897313730188937
95,5,entropy,19,0.7791666666666667,0.8867924528301887,0.7410071942446043,0.7708333333333334,0.0,0.5996582451020316,0.734375,0.865546218487395,0.6607142857142857,0.0,0.5651588760504201,0.8034188034188035,0.7984496124031009,0.7115384615384616,0,0.5783517193400914
96,5,log_loss,1,0.8833333333333333,1.0,0.872,0.8032786885245902,0.0,0.6688196721311475,0.84375,0.9159663865546218,0.875,0.0,0.6586790966386554,0.9152542372881356,0.8934426229508197,0.8376068376068376,0,0.6615759244614482
97,5,log_loss,2,0.8875,1.0,0.872,0.8166666666666667,0.0,0.6721666666666666,0.859375,0.9159663865546218,0.875,0.0,0.6625853466386554,0.9243697478991597,0.8934426229508197,0.8448275862068966,0,0.665659989264219
98,5,log_loss,3,0.8833333333333333,1.0,0.8650793650793651,0.8166666666666667,0.0,0.670436507936508,0.84375,0.9159663865546218,0.875,0.0,0.6586790966386554,0.9152542372881356,0.889795918367347,0.8448275862068966,0,0.6624694354655948
99,5,log_loss,4,0.8875,1.0,0.872,0.8166666666666667,0.0,0.6721666666666666,0.859375,0.9159663865546218,0.875,0.0,0.6625853466386554,0.9243697478991597,0.8934426229508197,0.8448275862068966,0,0.665659989264219
100,5,log_loss,5,0.8875,0.9824561403508771,0.8780487804878049,0.8166666666666667,0.0,0.6692928968763372,0.875,0.907563025210084,0.875,0.0,0.664390756302521,0.9256198347107438,0.8925619834710744,0.8448275862068966,0,0.6657523510971788
101,5,log_loss,6,0.8958333333333334,1.0,0.8861788617886179,0.819672131147541,0.0,0.6764627482340397,0.875,0.9159663865546218,0.8928571428571429,0.0,0.6709558823529411,0.9333333333333333,0.9008264462809917,0.8547008547008548,0,0.672215158578795
102,5,log_loss,7,0.8916666666666667,1.0,0.8925619834710744,0.7936507936507936,0.0,0.671553194280467,0.875,0.907563025210084,0.8928571428571429,0.0,0.6688550420168067,0.9333333333333333,0.8999999999999999,0.8403361344537815,0,0.6684173669467787
103,5,log_loss,8,0.8708333333333333,0.9824561403508771,0.8629032258064516,0.7796610169491526,0.0,0.6562550957766203,0.875,0.8991596638655462,0.8214285714285714,0.0,0.6488970588235294,0.9256198347107438,0.8806584362139918,0.8,0,0.6515695677311839
